AMDewptCalPl,ScenRelAMIns,CombMoisture,SynForcng,WindFieldPln,ScenRel3_4,R5Fcst,ScnRelPlFcst,RaoContMoist,CapChange,CombClouds,AMInstabMt,MvmtFeatures,PlainsFcst,WindAloft,LowLLapse,Boundaries,InsSclInScen,AreaMoDryAir,AreaMeso_ALS,SubjVertMo,N34StarFcst,MorningBound,MountainFcst,CapInScen,ScenRelAMCIN,InsInMt,MeanRH,SfcWndShfDis,IRCloudCover,TempDis,VISCloudCov,InsChange,SatContMoist,QGVertMotion,CombVerMo,WndHodograph,MidLLapse,CompPlFcst,LLIW,Date,LIfr12ZDENSd,N0_7muVerMo,MorningCIN,CldShadeConv,LatestCIN,RHRatio,LoLevMoistAd,AMInsWliScen,OutflowFrMt,Dewpoints,CldShadeOth,WindFieldMt,CurPropConv,AMCINInScen,Scenario
Stability,K,VeryWet,SigPositive,WidespdDnsl,ACEFK,SIG,K,Wet,LittleChange,PC,Weak,MarkedUpper,SIG,AllElse,Stable,Weak,MoreUnstable,VeryWet,Neutral,Neutral,XNIL,Weak,SIG,LessThanAve,CThruK,Weak,VeryMoist,MovingFtorOt,PC,Moving,PC,LittleChange,VeryWet,Neutral,Neutral,Westerly,CloseToDryAd,LittleChange,Moderate,Aug20_Sep15,N5GtLIGt_8,Neutral,None,Some,PartInhibit,Other,Neutral,MoreUnstable,Weak,LowMtsHighPl,PC,LVorOther,None,LessThanAve,K
Instability,G,VeryWet,LittleChange,LV,GJ,XNIL,G,Neutral,Increasing,Clear,None,MarkedUpper,SIG,SWQuad,CloseToDryAd,None,Average,Wet,Down,WeakUp,XNIL,None,XNIL,MoreThanAve,CThruK,None,Dry,DryLine,PC,None,Clear,LittleChange,VeryWet,Down,Down,Westerly,CloseToDryAd,IncCapDecIns,Moderate,May15_Jun14,LIGt0,Neutral,Stifling,None,None,Other,Negative,MoreUnstable,None,LowEvrywhere,Clear,LVorOther,Moderate,MoreThanAve,G
Instability,CDEJ,Dry,SigPositive,LongAnticyc,D,SVR,D,Dry,LittleChange,Clear,Strong,OtherRapid,SVR,AllElse,CloseToDryAd,Weak,MoreUnstable,Dry,WeakUp,Neutral,SVR,None,XNIL,MoreThanAve,CThruK,Strong,Average,None,Clear,None,PC,LittleChange,Dry,Down,WeakUp,Westerly,Steep,LittleChange,Moderate,Jun15_Jul1,N1GtLIGt_4,WeakUp,Stifling,Marked,None,DryMMoistL,WeakPos,MoreUnstable,Strong,LowAtStation,Clear,Westerly,Slight,MoreThanAve,D
Instability,ABI,Wet,SigNegative,DenvCyclone,HI,XNIL,I,Neutral,Decreasing,Clear,Strong,OtherRapid,XNIL,AllElse,ModerateOrLe,Weak,Average,Neutral,WeakUp,StronUp,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Average,E_W_S,Clear,QStationary,Clear,LittleChange,VeryWet,WeakUp,WeakUp,Westerly,ModerateOrLe,DecCapIncIns,Weak,Jul16_Aug10,N5GtLIGt_8,Down,PartInhibit,Some,None,Other,WeakPos,Average,Strong,LowSHighN,PC,Westerly,None,LessThanAve,I
Stability,K,Neutral,SigNegative,LongAnticyc,ACEFK,SVR,K,Neutral,Increasing,Clear,Weak,NoMajor,SVR,NWQuad,Steep,None,MoreUnstable,Neutral,Neutral,StronUp,SVR,Weak,XNIL,MoreThanAve,CThruK,Weak,Dry,MovingFtorOt,PC,None,Clear,Increasing,Wet,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Strong,Jul2_Jul15,N1GtLIGt_4,Down,Stifling,Some,PartInhibit,DryMMoistL,WeakPos,MoreUnstable,None,LowNHighS,Clear,Westerly,Strong,MoreThanAve,K
Stability,K,Wet,SigPositive,LV,ACEFK,SIG,K,Dry,Increasing,Clear,Strong,StrongFront,XNIL,AllElse,Stable,Weak,LessUnstable,Wet,Down,WeakUp,SIG,Weak,XNIL,Average,CThruK,Strong,Dry,MovingFtorOt,Clear,Other,Clear,Decreasing,Dry,Neutral,Down,DCVZFavor,Steep,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,Down,PartInhibit,Marked,PartInhibit,DryMMoistL,Negative,LessUnstable,Weak,LowNHighS,Clear,LVorOther,None,LessThanAve,K
Neutral,CDEJ,Neutral,PosToNeg,WidespdDnsl,ACEFK,XNIL,E,Neutral,Decreasing,Clear,Strong,NoMajor,XNIL,AllElse,CloseToDryAd,None,Average,Neutral,Neutral,Neutral,XNIL,None,XNIL,LessThanAve,CThruK,Strong,VeryMoist,None,Clear,None,PC,LittleChange,Wet,Down,Neutral,Westerly,ModerateOrLe,DecCapIncIns,Moderate,May15_Jun14,N1GtLIGt_4,StrongUp,PartInhibit,Some,None,DryMMoistL,Neutral,Average,None,LowNHighS,Clear,LVorOther,Moderate,Average,E
Instability,CDEJ,Neutral,PosToNeg,DenvCyclone,GJ,SIG,J,Neutral,Increasing,PC,Strong,NoMajor,SIG,LV,Steep,Strong,MoreUnstable,Neutral,Neutral,Neutral,SIG,None,SIG,MoreThanAve,CThruK,Strong,Average,DenvCyclone,PC,None,PC,Increasing,Wet,Neutral,Neutral,Westerly,CloseToDryAd,IncCapDecIns,Weak,Aug20_Sep15,N5GtLIGt_8,WeakUp,PartInhibit,Some,None,DryMMoistL,WeakPos,MoreUnstable,Strong,LowEvrywhere,PC,LVorOther,Moderate,Average,J
Stability,CDEJ,VeryWet,SigNegative,DenvCyclone,D,SIG,D,VeryWet,Decreasing,Clear,Strong,OtherRapid,XNIL,AllElse,ModerateOrLe,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,None,SIG,LessThanAve,CThruK,Strong,Average,DryLine,Clear,Other,Clear,Decreasing,VeryWet,Neutral,Neutral,StrongWest,CloseToDryAd,DecCapIncIns,Weak,May15_Jun14,N1GtLIGt_4,StrongUp,PartInhibit,Marked,None,Other,Negative,LessUnstable,Weak,LowNHighS,PC,Westerly,Slight,Average,D
Neutral,H,Neutral,NegToPos,SEQuad,HI,XNIL,H,VeryWet,LittleChange,PC,Strong,NoMajor,XNIL,AllElse,ModerateOrLe,Strong,Average,Neutral,WeakUp,Neutral,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Average,Other,PC,Moving,Clear,Decreasing,Neutral,StrongUp,WeakUp,DCVZFavor,CloseToDryAd,LittleChange,Strong,May15_Jun14,N5GtLIGt_8,Neutral,PartInhibit,Some,None,DryMMoistL,Negative,MoreUnstable,Strong,LowMtsHighPl,PC,LVorOther,Strong,LessThanAve,H
Instability,CDEJ,Wet,LittleChange,LongAnticyc,D,SVR,D,Wet,Decreasing,PC,Weak,OtherRapid,SVR,SWQuad,CloseToDryAd,Strong,MoreUnstable,Neutral,WeakUp,WeakUp,SVR,Weak,XNIL,Average,CThruK,Weak,Average,DryLine,PC,Other,PC,Decreasing,Neutral,WeakUp,WeakUp,Westerly,Steep,DecCapIncIns,Moderate,Jul16_Aug10,N5GtLIGt_8,Neutral,PartInhibit,Some,None,DryMMoistL,Negative,MoreUnstable,Weak,LowSHighN,PC,Westerly,Moderate,Average,D
Stability,CDEJ,Neutral,SigPositive,SEQuad,D,SIG,D,Neutral,Increasing,Clear,Strong,NoMajor,XNIL,AllElse,Steep,None,LessUnstable,Wet,WeakUp,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Average,DryLine,Cloudy,Moving,Clear,Decreasing,Wet,WeakUp,WeakUp,Other,CloseToDryAd,IncCapDecIns,Moderate,Aug20_Sep15,N5GtLIGt_8,StrongUp,PartInhibit,Some,None,DryMMoistL,Negative,Average,None,Other,PC,LVorOther,Strong,LessThanAve,D
Instability,CDEJ,Neutral,PosToNeg,DenvCyclone,D,XNIL,D,Dry,Increasing,Clear,None,MarkedUpper,XNIL,AllElse,CloseToDryAd,Weak,MoreUnstable,Neutral,Down,Down,XNIL,None,XNIL,MoreThanAve,CThruK,None,Average,DryLine,Clear,Moving,Clear,Increasing,Wet,Down,Down,DCVZFavor,CloseToDryAd,IncCapDecIns,Unfavorable,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,None,None,DryMMoistL,Neutral,MoreUnstable,None,LowAtStation,Clear,Westerly,None,LessThanAve,D
Neutral,G,Neutral,NegToPos,LV,GJ,SIG,G,Neutral,Increasing,PC,Strong,NoMajor,SIG,NWQuad,CloseToDryAd,Weak,LessUnstable,Dry,Down,Neutral,SIG,Weak,SIG,MoreThanAve,CThruK,Strong,Dry,Other,PC,None,PC,LittleChange,Wet,StrongUp,Down,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,Marked,None,MoistMDryL,WeakPos,LessUnstable,Weak,LowEvrywhere,Clear,LVorOther,Moderate,Average,G
Stability,CDEJ,Dry,LittleChange,WidespdDnsl,ACEFK,SIG,E,Neutral,LittleChange,Cloudy,Strong,NoMajor,XNIL,SWQuad,Steep,Weak,Average,Dry,Neutral,Down,XNIL,Weak,SIG,LessThanAve,CThruK,Strong,Dry,None,Cloudy,None,Cloudy,Increasing,Dry,Neutral,Neutral,DCVZFavor,Steep,LittleChange,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,Marked,PartInhibit,MoistMDryL,StrongPos,LessUnstable,Strong,LowSHighN,Cloudy,Westerly,Slight,LessThanAve,E
Instability,CDEJ,Wet,NegToPos,LongAnticyc,ACEFK,SIG,C,VeryWet,Increasing,Clear,Strong,OtherRapid,XNIL,NWQuad,Steep,Weak,LessUnstable,Wet,Down,WeakUp,XNIL,Weak,SIG,Average,CThruK,Strong,Average,E_W_N,Clear,None,Clear,LittleChange,Neutral,WeakUp,Down,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Down,None,Marked,PartInhibit,DryMMoistL,Negative,Average,Weak,LowNHighS,Clear,Westerly,Slight,LessThanAve,C
Neutral,CDEJ,Wet,PosToNeg,LV,GJ,SIG,J,Wet,Decreasing,Clear,Strong,NoMajor,XNIL,LV,ModerateOrLe,Weak,MoreUnstable,VeryWet,Neutral,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Average,DryLine,Cloudy,Other,Clear,Increasing,Neutral,Down,Neutral,StrongWest,CloseToDryAd,DecCapIncIns,Weak,Aug20_Sep15,N1GtLIGt_4,Down,TotalInhibit,Marked,PartInhibit,MoistMDryL,StrongPos,Average,Strong,LowNHighS,Clear,LVorOther,Slight,MoreThanAve,J
Neutral,K,Dry,NegToPos,E_NE,ACEFK,SIG,K,VeryWet,Increasing,Cloudy,Strong,NoMajor,XNIL,NWQuad,Stable,Strong,LessUnstable,Dry,Neutral,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Average,MovingFtorOt,PC,Moving,Cloudy,Increasing,Neutral,Neutral,Neutral,Westerly,ModerateOrLe,IncCapDecIns,Strong,Aug20_Sep15,LIGt0,WeakUp,PartInhibit,Some,None,MoistMDryL,WeakPos,LessUnstable,Strong,Other,Cloudy,LVorOther,Strong,Average,K
Neutral,K,Neutral,NegToPos,WidespdDnsl,ACEFK,XNIL,K,Neutral,Decreasing,PC,Strong,MarkedUpper,XNIL,SWQuad,Steep,Weak,Average,Wet,StrongUp,StronUp,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Average,Other,PC,None,PC,Increasing,Neutral,Neutral,StrongUp,Other,Steep,DecCapIncIns,Moderate,Jul16_Aug10,LIGt0,StrongUp,PartInhibit,Some,TotalInhibit,DryMMoistL,Neutral,Average,Strong,Other,Cloudy,Westerly,None,Average,K
Stability,G,Dry,LittleChange,LV,GJ,SIG,G,Neutral,Increasing,PC,Strong,NoMajor,SIG,AllElse,CloseToDryAd,None,MoreUnstable,Dry,WeakUp,StronUp,SIG,None,XNIL,MoreThanAve,CThruK,Strong,Dry,DryLine,Clear,None,PC,Increasing,Dry,Neutral,WeakUp,Other,CloseToDryAd,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,Down,PartInhibit,Some,None,Other,Neutral,Average,Weak,Other,PC,Westerly,Slight,Average,G
Instability,H,Wet,LittleChange,E_NE,HI,SIG,H,VeryWet,Increasing,Cloudy,None,NoMajor,SIG,AllElse,ModerateOrLe,None,MoreUnstable,Neutral,WeakUp,Neutral,SIG,None,XNIL,MoreThanAve,CThruK,None,VeryMoist,E_W_N,PC,Moving,Cloudy,LittleChange,Wet,Neutral,WeakUp,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,May15_Jun14,LILt_8,WeakUp,PartInhibit,None,None,DryMMoistL,WeakPos,MoreUnstable,None,LowSHighN,Cloudy,LVorOther,Strong,Average,H
Instability,F,Neutral,NegToPos,DenvCyclone,ACEFK,SVR,F,Dry,Increasing,Cloudy,Weak,NoMajor,SIG,LV,Steep,Weak,MoreUnstable,Wet,WeakUp,Neutral,SIG,None,SVR,MoreThanAve,CThruK,Strong,VeryMoist,None,Clear,None,Cloudy,Increasing,Neutral,Neutral,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,N5GtLIGt_8,StrongUp,Stifling,Marked,TotalInhibit,Other,StrongPos,MoreUnstable,Strong,HighEvrywher,Cloudy,LVorOther,Slight,Average,F
Instability,ABI,VeryWet,PosToNeg,DenvCyclone,ACEFK,XNIL,A,VeryWet,LittleChange,PC,None,StrongFront,XNIL,SWQuad,Steep,Weak,MoreUnstable,VeryWet,WeakUp,Neutral,XNIL,None,XNIL,MoreThanAve,AB,None,Average,DenvCyclone,Clear,Other,PC,Decreasing,Neutral,StrongUp,WeakUp,DCVZFavor,Steep,LittleChange,Weak,May15_Jun14,N1GtLIGt_4,Neutral,TotalInhibit,None,None,Other,Negative,MoreUnstable,None,Other,PC,Westerly,Slight,MoreThanAve,A
Stability,CDEJ,VeryWet,NegToPos,LongAnticyc,ACEFK,XNIL,C,VeryWet,LittleChange,PC,Weak,NoMajor,SIG,SWQuad,Steep,Weak,Average,VeryWet,StrongUp,StronUp,XNIL,Weak,XNIL,MoreThanAve,CThruK,Weak,Dry,E_W_N,Cloudy,Other,PC,Decreasing,VeryWet,StrongUp,StrongUp,Westerly,CloseToDryAd,LittleChange,Moderate,Jun15_Jul1,N1GtLIGt_4,Neutral,TotalInhibit,Some,Stifling,Other,Negative,Average,None,LowNHighS,Cloudy,Westerly,Moderate,MoreThanAve,C
Stability,CDEJ,VeryWet,LittleChange,SEQuad,ACEFK,SIG,E,VeryWet,Increasing,Clear,Weak,OtherRapid,SIG,SWQuad,ModerateOrLe,Strong,MoreUnstable,VeryWet,Neutral,Neutral,SIG,Weak,SIG,MoreThanAve,CThruK,Strong,VeryMoist,None,Clear,None,PC,Increasing,Dry,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Weak,Jul2_Jul15,LILt_8,Neutral,PartInhibit,Some,None,MoistMDryL,WeakPos,MoreUnstable,Weak,LowAtStation,Cloudy,LVorOther,Slight,Average,E
Neutral,CDEJ,Dry,NegToPos,LongAnticyc,ACEFK,SIG,C,Dry,Increasing,PC,None,NoMajor,XNIL,AllElse,CloseToDryAd,Weak,Average,Neutral,WeakUp,WeakUp,XNIL,Weak,SIG,Average,CThruK,Weak,Dry,E_W_S,Clear,QStationary,PC,Increasing,Neutral,WeakUp,WeakUp,DCVZFavor,CloseToDryAd,IncCapDecIns,Moderate,Jul2_Jul15,N1GtLIGt_4,WeakUp,PartInhibit,Marked,None,Other,WeakPos,LessUnstable,Weak,LowNHighS,PC,LVorOther,Strong,Average,C
Instability,F,VeryWet,LittleChange,SEQuad,ACEFK,SVR,F,Wet,LittleChange,Clear,None,NoMajor,XNIL,AllElse,Steep,Weak,MoreUnstable,Wet,Neutral,Down,XNIL,None,SVR,LessThanAve,CThruK,Strong,VeryMoist,None,PC,Other,Clear,Decreasing,Neutral,Neutral,Neutral,Westerly,ModerateOrLe,LittleChange,Weak,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,Marked,None,Other,Negative,MoreUnstable,Strong,HighEvrywher,Clear,LVorOther,Slight,LessThanAve,F
Stability,CDEJ,Neutral,LittleChange,LV,GJ,XNIL,J,Neutral,Decreasing,Clear,None,NoMajor,XNIL,LV,Steep,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,Weak,XNIL,LessThanAve,CThruK,None,Dry,DryLine,PC,Other,Clear,LittleChange,Dry,Neutral,Neutral,Westerly,Steep,DecCapIncIns,Moderate,Jul2_Jul15,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,Other,WeakPos,LessUnstable,None,LowAtStation,Clear,LVorOther,Slight,LessThanAve,J
Stability,CDEJ,Neutral,PosToNeg,SEQuad,D,SIG,D,Dry,Increasing,PC,Strong,NoMajor,XNIL,NWQuad,CloseToDryAd,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Dry,DenvCyclone,Clear,Other,PC,LittleChange,Neutral,Neutral,Neutral,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,Jul2_Jul15,N1GtLIGt_4,Neutral,None,Marked,PartInhibit,DryMMoistL,Neutral,LessUnstable,Strong,HighEvrywher,PC,Westerly,Slight,LessThanAve,D
Stability,ABI,VeryWet,SigNegative,SEQuad,ACEFK,SIG,A,VeryWet,Decreasing,PC,Strong,MarkedUpper,SIG,SWQuad,ModerateOrLe,Strong,MoreUnstable,Wet,WeakUp,StronUp,SIG,Strong,XNIL,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,Other,PC,Increasing,Neutral,WeakUp,WeakUp,StrongWest,CloseToDryAd,DecCapIncIns,Weak,May15_Jun14,LILt_8,Down,PartInhibit,Marked,Stifling,DryMMoistL,StrongPos,Average,Strong,HighEvrywher,Cloudy,LVorOther,None,LessThanAve,A
Stability,K,Neutral,PosToNeg,SEQuad,ACEFK,SIG,K,Neutral,LittleChange,PC,None,OtherRapid,XNIL,NWQuad,Steep,None,LessUnstable,Neutral,StrongUp,WeakUp,SIG,None,XNIL,Average,CThruK,None,VeryMoist,E_W_N,Clear,None,PC,LittleChange,Dry,StrongUp,StrongUp,Westerly,ModerateOrLe,LittleChange,Strong,Aug20_Sep15,N5GtLIGt_8,Down,PartInhibit,None,PartInhibit,DryMMoistL,WeakPos,Average,None,LowNHighS,PC,LVorOther,Moderate,Average,K
Instability,ABI,Neutral,NegToPos,E_NE,B,XNIL,B,Dry,Decreasing,PC,Strong,StrongFront,XNIL,AllElse,ModerateOrLe,Strong,LessUnstable,Neutral,WeakUp,Down,XNIL,None,XNIL,LessThanAve,AB,Strong,VeryMoist,MovingFtorOt,Clear,None,PC,LittleChange,Neutral,WeakUp,WeakUp,StrongWest,Steep,DecCapIncIns,Moderate,Jul2_Jul15,N1GtLIGt_4,StrongUp,PartInhibit,Some,None,DryMMoistL,Neutral,LessUnstable,Strong,HighEvrywher,Clear,LVorOther,Slight,LessThanAve,B
Instability,ABI,Neutral,SigNegative,LV,HI,SIG,I,Neutral,Increasing,Cloudy,Weak,NoMajor,SIG,SWQuad,Steep,Weak,MoreUnstable,VeryWet,Neutral,Neutral,SIG,Strong,XNIL,Average,CThruK,Weak,Dry,E_W_S,PC,QStationary,Cloudy,Increasing,Neutral,StrongUp,Neutral,Westerly,Steep,IncCapDecIns,Weak,May15_Jun14,N5GtLIGt_8,Down,None,Some,None,Other,Neutral,MoreUnstable,Strong,LowSHighN,Cloudy,Westerly,Slight,LessThanAve,I
Stability,CDEJ,Dry,LittleChange,LV,GJ,SIG,J,Dry,Increasing,Clear,None,NoMajor,SIG,LV,Steep,None,LessUnstable,Dry,Down,Neutral,SIG,None,XNIL,Average,CThruK,None,Dry,DryLine,PC,Other,Clear,LittleChange,Neutral,Down,Down,Other,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,DryMMoistL,Negative,LessUnstable,None,LowEvrywhere,Clear,LVorOther,Slight,Average,J
Instability,CDEJ,Dry,LittleChange,LongAnticyc,ACEFK,SIG,E,Dry,Decreasing,Cloudy,Strong,NoMajor,SIG,SWQuad,Steep,Strong,MoreUnstable,Dry,Neutral,Neutral,SIG,None,SIG,Average,CThruK,Strong,Average,Other,Cloudy,None,PC,Decreasing,Neutral,WeakUp,Neutral,StrongWest,ModerateOrLe,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,StrongUp,PartInhibit,Marked,None,MoistMDryL,Negative,MoreUnstable,Strong,LowEvrywhere,Cloudy,Westerly,Strong,Average,E
Instability,F,Neutral,LittleChange,LV,ACEFK,SIG,F,Wet,LittleChange,Clear,None,NoMajor,XNIL,AllElse,Stable,Weak,MoreUnstable,Neutral,Neutral,StronUp,XNIL,None,SIG,Average,CThruK,Weak,VeryMoist,None,PC,None,Clear,Increasing,Wet,Neutral,Neutral,Westerly,ModerateOrLe,LittleChange,Strong,Aug20_Sep15,N1GtLIGt_4,Down,PartInhibit,Some,Stifling,Other,WeakPos,MoreUnstable,None,HighEvrywher,Clear,LVorOther,Slight,Average,F
Neutral,ABI,VeryWet,PosToNeg,LV,B,XNIL,B,VeryWet,Increasing,Cloudy,None,NoMajor,XNIL,SWQuad,Stable,None,LessUnstable,VeryWet,Neutral,Neutral,XNIL,Strong,XNIL,MoreThanAve,AB,None,Dry,E_W_N,PC,QStationary,Cloudy,Decreasing,Wet,Neutral,Neutral,DCVZFavor,CloseToDryAd,IncCapDecIns,Weak,May15_Jun14,N1GtLIGt_4,Down,None,None,PartInhibit,Other,Neutral,Average,None,LowMtsHighPl,PC,LVorOther,Slight,LessThanAve,B
Neutral,CDEJ,Wet,NegToPos,WidespdDnsl,ACEFK,SVR,C,VeryWet,Increasing,Clear,Weak,NoMajor,XNIL,NWQuad,CloseToDryAd,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,None,SVR,LessThanAve,CThruK,Strong,Dry,E_W_N,PC,Other,Clear,LittleChange,Wet,Down,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N5GtLIGt_8,StrongUp,None,Marked,Stifling,MoistMDryL,Neutral,LessUnstable,Strong,Other,Clear,Westerly,None,LessThanAve,C
Neutral,CDEJ,Wet,SigNegative,LV,ACEFK,XNIL,E,Neutral,LittleChange,Clear,None,NoMajor,XNIL,SWQuad,CloseToDryAd,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,Weak,XNIL,Average,CThruK,Weak,Average,None,PC,None,Clear,Decreasing,Wet,Neutral,Neutral,Other,ModerateOrLe,LittleChange,Strong,Aug11_Aug20,N1GtLIGt_4,WeakUp,PartInhibit,None,PartInhibit,MoistMDryL,Negative,Average,Weak,LowNHighS,Clear,LVorOther,Strong,Average,E
Stability,K,Dry,SigPositive,SEQuad,ACEFK,SVR,K,Neutral,Decreasing,Clear,Strong,MarkedUpper,XNIL,NWQuad,ModerateOrLe,Strong,Average,Neutral,Neutral,Neutral,XNIL,None,SVR,LessThanAve,CThruK,Strong,Dry,MovingFtorOt,Clear,QStationary,PC,Increasing,Wet,Down,Neutral,StrongWest,Steep,DecCapIncIns,Strong,Jun15_Jul1,N1GtLIGt_4,Down,Stifling,Marked,None,MoistMDryL,WeakPos,Average,Strong,LowAtStation,Clear,LVorOther,Strong,Average,K
Stability,CDEJ,Wet,LittleChange,LongAnticyc,GJ,SIG,J,Wet,Decreasing,PC,Strong,NoMajor,SIG,LV,ModerateOrLe,Strong,LessUnstable,Wet,Neutral,Neutral,SIG,Strong,SIG,LessThanAve,CThruK,Strong,Average,DryLine,PC,Other,PC,LittleChange,VeryWet,Neutral,Neutral,DCVZFavor,ModerateOrLe,DecCapIncIns,Moderate,Jul2_Jul15,LIGt0,Neutral,PartInhibit,Marked,PartInhibit,Other,Neutral,LessUnstable,Weak,LowNHighS,PC,LVorOther,None,Average,J
Instability,ABI,Neutral,SigNegative,DenvCyclone,ACEFK,SVR,A,Dry,LittleChange,Clear,None,MarkedUpper,SVR,SWQuad,Stable,Weak,LessUnstable,Neutral,Neutral,Neutral,SVR,None,XNIL,Average,AB,None,Average,DenvCyclone,PC,Other,PC,Increasing,Dry,Down,Neutral,Other,Steep,LittleChange,Strong,Jul2_Jul15,LIGt0,Down,Stifling,None,Stifling,Other,WeakPos,LessUnstable,None,LowMtsHighPl,Clear,Westerly,Slight,Average,A
Neutral,CDEJ,Wet,LittleChange,LV,GJ,SVR,J,Dry,Increasing,PC,None,NoMajor,SVR,LV,Steep,Weak,Average,Wet,Down,Neutral,SVR,None,XNIL,MoreThanAve,CThruK,Weak,Dry,E_W_N,PC,QStationary,Clear,Decreasing,Dry,Neutral,Down,DCVZFavor,ModerateOrLe,IncCapDecIns,Moderate,Jul2_Jul15,N1GtLIGt_4,Down,PartInhibit,Some,None,MoistMDryL,Negative,MoreUnstable,None,LowMtsHighPl,PC,LVorOther,Strong,Average,J
Stability,ABI,Neutral,NegToPos,DenvCyclone,HI,SIG,I,Neutral,LittleChange,Clear,Weak,StrongFront,XNIL,SWQuad,Steep,None,LessUnstable,Dry,Down,WeakUp,XNIL,None,SIG,Average,CThruK,Strong,Dry,E_W_S,Clear,Other,Clear,Decreasing,VeryWet,Down,Down,DCVZFavor,Steep,LittleChange,Strong,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,Marked,PartInhibit,DryMMoistL,Negative,LessUnstable,Weak,LowSHighN,Clear,Westerly,Strong,Average,I
Neutral,G,VeryWet,SigPositive,WidespdDnsl,GJ,SIG,G,Neutral,Increasing,Clear,Weak,MarkedUpper,XNIL,SWQuad,CloseToDryAd,Weak,LessUnstable,Neutral,Down,Neutral,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Dry,None,Clear,None,Clear,Decreasing,Dry,Down,Down,DCVZFavor,CloseToDryAd,IncCapDecIns,Weak,Jun15_Jul1,N1GtLIGt_4,Down,PartInhibit,Marked,None,MoistMDryL,Negative,Average,Strong,LowEvrywhere,Clear,Westerly,None,LessThanAve,G
Neutral,K,VeryWet,SigPositive,LongAnticyc,ACEFK,SIG,K,VeryWet,Increasing,PC,None,NoMajor,SVR,NWQuad,CloseToDryAd,Strong,MoreUnstable,VeryWet,WeakUp,Neutral,SIG,Strong,XNIL,MoreThanAve,CThruK,None,VeryMoist,None,Clear,None,PC,LittleChange,Dry,WeakUp,WeakUp,DCVZFavor,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N5GtLIGt_8,StrongUp,TotalInhibit,None,PartInhibit,Other,Neutral,MoreUnstable,None,LowAtStation,Cloudy,LVorOther,Slight,MoreThanAve,K
Neutral,CDEJ,Wet,SigNegative,WidespdDnsl,ACEFK,SVR,E,Neutral,LittleChange,Clear,Strong,NoMajor,XNIL,SWQuad,CloseToDryAd,Weak,Average,Neutral,Neutral,Neutral,XNIL,Weak,SVR,Average,CThruK,Strong,Average,None,PC,None,Clear,LittleChange,Dry,StrongUp,Neutral,DCVZFavor,Steep,LittleChange,Unfavorable,Jun15_Jul1,N1GtLIGt_4,Down,PartInhibit,Marked,None,MoistMDryL,WeakPos,Average,Weak,LowAtStation,Clear,Westerly,None,Average,E
Stability,K,Dry,SigNegative,LV,ACEFK,SIG,K,Dry,Increasing,Clear,Strong,MarkedUpper,XNIL,NWQuad,ModerateOrLe,None,Average,Neutral,Neutral,Down,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Average,E_W_N,Clear,Other,Clear,LittleChange,Neutral,WeakUp,Neutral,Other,CloseToDryAd,IncCapDecIns,Strong,May15_Jun14,N5GtLIGt_8,StrongUp,PartInhibit,None,None,DryMMoistL,Negative,MoreUnstable,None,Other,Clear,LVorOther,Strong,Average,K
